1 1 0 1 0 1 1 1 
0 0 0 0 0 0 0 0 
0 , 0 , 0 , -1
1 , 1 , 2 , 0
0 , 0 , 4 , 1
1 , 1 , 6 , 0
0 , 0 , 8 , 1
1 , 1 , 10 , 0
0 , 0 , 12 , 1
1 , 1 , 14 , 0
0 , 0 , 16 , 1
1 , 1 , 18 , 0
0 , 0 , 20 , 1
1 , 1 , 22 , 0
0 , 0 , 24 , 1
1 , 1 , 26 , 0
0 , 0 , 28 , 1
1 , 1 , 30 , 0
0 , 0 , 32 , 1
1 , 1 , 34 , 0
0 , 0 , 36 , 1
1 , 1 , 38 , 0
0 , 0 , 40 , 1
1 , 1 , 42 , 0
0 , 0 , 44 , 1
1 , 1 , 46 , 0
0 , 0 , 48 , 1
1 , 1 , 50 , 0
0 , 0 , 52 , 1
1 , 1 , 54 , 0
0 , 0 , 56 , 1
1 , 1 , 58 , 0
0 , 0 , 60 , 1
1 , 1 , 62 , 0
0 , 0 , 64 , 1
1 , 1 , 66 , 0
0 , 0 , 68 , 1
1 , 1 , 70 , 0
0 , 0 , 72 , 1
1 , 1 , 74 , 0
0 , 0 , 76 , 1
1 , 1 , 78 , 0
0 , 0 , 80 , 1
1 , 1 , 82 , 0
0 , 0 , 84 , 1
1 , 1 , 86 , 0
0 , 0 , 88 , 1
1 , 1 , 90 , 0
0 , 0 , 92 , 1
1 , 1 , 94 , 0
0 , 0 , 96 , 1
1 , 1 , 98 , 0
0 , 0 , 100 , 1
1 , 1 , 102 , 0
0 , 0 , 104 , 1
1 , 1 , 106 , 0
0 , 0 , 108 , 1
1 , 1 , 110 , 0
0 , 0 , 112 , 1
1 , 1 , 114 , 0
0 , 0 , 116 , 1
1 , 1 , 118 , 0
0 , 0 , 120 , 1
1 , 1 , 122 , 0
0 , 0 , 124 , 1
1 , 1 , 126 , 0
0 , 0 , 128 , 1
1 , 1 , 130 , 0
0 , 0 , 132 , 1
1 , 1 , 134 , 0
0 , 0 , 136 , 1
1 , 1 , 138 , 0
0 , 0 , 140 , 1
1 , 1 , 142 , 0
0 , 0 , 144 , 1
1 , 1 , 146 , 0
0 , 0 , 148 , 1
1 , 1 , 150 , 0
0 , 0 , 152 , 1
1 , 1 , 154 , 0
0 , 0 , 156 , 1
1 , 1 , 158 , 0
0 , 0 , 160 , 1
1 , 1 , 162 , 0
0 , 0 , 164 , 1
1 , 1 , 166 , 0
0 , 0 , 168 , 1
1 , 1 , 170 , 0
0 , 0 , 172 , 1
1 , 1 , 174 , 0
0 , 0 , 176 , 1
1 , 1 , 178 , 0
0 , 0 , 180 , 1
1 , 1 , 182 , 0
0 , 0 , 184 , 1
1 , 1 , 186 , 0
0 , 0 , 188 , 1
1 , 1 , 190 , 0
0 , 0 , 192 , 1
1 , 1 , 194 , 0
0 , 0 , 196 , 1
1 , 1 , 198 , 0
0 , 0 , 200 , 1
1 , 1 , 202 , 0
0 , 0 , 204 , 1
1 , 1 , 206 , 0
0 , 0 , 208 , 1
1 , 1 , 210 , 0
0 , 0 , 212 , 1
1 , 1 , 214 , 0
0 , 0 , 216 , 1
1 , 1 , 218 , 0
0 , 0 , 220 , 1
1 , 1 , 222 , 0
0 , 0 , 224 , 1
1 , 1 , 226 , 0
0 , 0 , 228 , 1
1 , 1 , 230 , 0
0 , 0 , 232 , 1
1 , 1 , 234 , 0
0 , 0 , 236 , 1
1 , 1 , 238 , 0
0 , 0 , 240 , 1
1 , 1 , 242 , 0
0 , 0 , 244 , 1
1 , 1 , 246 , 0
0 , 0 , 248 , 1
1 , 1 , 250 , 0
0 , 0 , 252 , 1
1 , 1 , 254 , 0
0 , 0 , 256 , 1
1 , 1 , 258 , 0
0 , 0 , 260 , 1
1 , 1 , 262 , 0
0 , 0 , 264 , 1
1 , 1 , 266 , 0
0 , 0 , 268 , 1
1 , 1 , 270 , 0
0 , 0 , 272 , 1
1 , 1 , 274 , 0
0 , 0 , 276 , 1
1 , 1 , 278 , 0
0 , 0 , 280 , 1
1 , 1 , 282 , 0
0 , 0 , 284 , 1
1 , 1 , 286 , 0
0 , 0 , 288 , 1
1 , 1 , 290 , 0
0 , 0 , 292 , 1
1 , 1 , 294 , 0
0 , 0 , 296 , 1
1 , 1 , 298 , 0
0 , 0 , 300 , 1
1 , 1 , 302 , 0
0 , 0 , 304 , 1
1 , 1 , 306 , 0
0 , 0 , 308 , 1
1 , 1 , 310 , 0
0 , 0 , 312 , 1
1 , 1 , 314 , 0
0 , 0 , 316 , 1
1 , 1 , 318 , 0
0 , 0 , 320 , 1
1 , 1 , 322 , 0
0 , 0 , 324 , 1
1 , 1 , 326 , 0
0 , 0 , 328 , 1
1 , 1 , 330 , 0
0 , 0 , 332 , 1
1 , 1 , 334 , 0
0 , 0 , 336 , 1
1 , 1 , 338 , 0
0 , 0 , 340 , 1
1 , 1 , 342 , 0
0 , 0 , 344 , 1
1 , 1 , 346 , 0
0 , 0 , 348 , 1
1 , 1 , 350 , 0
0 , 0 , 352 , 1
1 , 1 , 354 , 0
0 , 0 , 356 , 1
1 , 1 , 358 , 0
0 , 0 , 360 , 1
1 , 1 , 362 , 0
0 , 0 , 364 , 1
1 , 1 , 366 , 0
0 , 0 , 368 , 1
1 , 1 , 370 , 0
0 , 0 , 372 , 1
1 , 1 , 374 , 0
0 , 0 , 376 , 1
1 , 1 , 378 , 0
0 , 0 , 380 , 1
1 , 1 , 382 , 0
0 , 0 , 384 , 1
1 , 1 , 386 , 0
0 , 0 , 388 , 1
1 , 1 , 390 , 0
0 , 0 , 392 , 1
1 , 1 , 394 , 0
0 , 0 , 396 , 1
1 , 1 , 398 , 0
0 , 0 , 400 , 1
1 , 1 , 402 , 0
0 , 0 , 404 , 1
1 , 1 , 406 , 0
0 , 0 , 408 , 1
1 , 1 , 410 , 0
0 , 0 , 412 , 1
1 , 1 , 414 , 0
0 , 0 , 416 , 1
1 , 1 , 418 , 0
0 , 0 , 420 , 1
1 , 1 , 422 , 0
0 , 0 , 424 , 1
1 , 1 , 426 , 0
0 , 0 , 428 , 1
1 , 1 , 430 , 0
0 , 0 , 432 , 1
1 , 1 , 434 , 0
0 , 0 , 436 , 1
1 , 1 , 438 , 0
0 , 0 , 440 , 1
1 , 1 , 442 , 0
0 , 0 , 444 , 1
1 , 1 , 446 , 0
0 , 0 , 448 , 1
1 , 1 , 450 , 0
0 , 0 , 452 , 1
1 , 1 , 454 , 0
0 , 0 , 456 , 1
1 , 1 , 458 , 0
0 , 0 , 460 , 1
1 , 1 , 462 , 0
0 , 0 , 464 , 1
1 , 1 , 466 , 0
0 , 0 , 468 , 1
1 , 1 , 470 , 0
0 , 0 , 472 , 1
1 , 1 , 474 , 0
0 , 0 , 476 , 1
1 , 1 , 478 , 0
0 , 0 , 480 , 1
1 , 1 , 482 , 0
0 , 0 , 484 , 1
1 , 1 , 486 , 0
0 , 0 , 488 , 1
1 , 1 , 490 , 0
0 , 0 , 492 , 1
1 , 1 , 494 , 0
0 , 0 , 496 , 1
1 , 1 , 498 , 0
0 , 0 , 500 , 1
1 , 1 , 502 , 0
0 , 0 , 504 , 1
1 , 1 , 506 , 0
0 , 0 , 508 , 1
1 , 1 , 510 , 0
0 , 0 , 512 , 1
1 , 1 , 514 , 0
0 , 0 , 516 , 1
1 , 1 , 518 , 0
0 , 0 , 520 , 1
1 , 1 , 522 , 0
0 , 0 , 524 , 1
1 , 1 , 526 , 0
0 , 0 , 528 , 1
1 , 1 , 530 , 0
0 , 0 , 532 , 1
1 , 1 , 534 , 0
0 , 0 , 536 , 1
1 , 1 , 538 , 0
0 , 0 , 540 , 1
1 , 1 , 542 , 0
0 , 0 , 544 , 1
1 , 1 , 546 , 0
0 , 0 , 548 , 1
1 , 1 , 550 , 0
0 , 0 , 552 , 1
1 , 1 , 554 , 0
0 , 0 , 556 , 1
1 , 1 , 558 , 0
0 , 0 , 560 , 1
1 , 1 , 562 , 0
0 , 0 , 564 , 1
1 , 1 , 566 , 0
0 , 0 , 568 , 1
1 , 1 , 570 , 0
0 , 0 , 572 , 1
1 , 1 , 574 , 0
0 , 0 , 576 , 1
1 , 1 , 578 , 0
0 , 0 , 580 , 1
1 , 1 , 582 , 0
0 , 0 , 584 , 1
1 , 1 , 586 , 0
0 , 0 , 588 , 1
1 , 1 , 590 , 0
0 , 0 , 592 , 1
1 , 1 , 594 , 0
0 , 0 , 596 , 1
1 , 1 , 598 , 0
0 , 0 , 600 , 1
1 , 1 , 602 , 0
0 , 0 , 604 , 1
1 , 1 , 606 , 0
0 , 0 , 608 , 1
1 , 1 , 610 , 0
0 , 0 , 612 , 1
1 , 1 , 614 , 0
0 , 0 , 616 , 1
1 , 1 , 618 , 0
0 , 0 , 620 , 1
1 , 1 , 622 , 0
0 , 0 , 624 , 1
1 , 1 , 626 , 0
0 , 0 , 628 , 1
1 , 1 , 630 , 0
0 , 0 , 632 , 1
1 , 1 , 634 , 0
0 , 0 , 636 , 1
1 , 1 , 638 , 0
0 , 0 , 640 , 1
1 , 1 , 642 , 0
0 , 0 , 644 , 1
